index,income,kidhome,teenhome,recency,mntwines,mntfruits,mntmeatproducts,mntfishproducts,mntsweetproducts,mntregularprods,mntgoldprods,mnttotal,numdealspurchases,numwebpurchases,numcatalogpurchases,numstorepurchases,numwebvisitsmonth,complain,age,customer_days,marital_status,education,response,total_spending,mntwines_share,mntfruits_share,mntmeatproducts_share,mntfishproducts_share,mntsweetproducts_share,mntgoldprods_share,total_purchases,avg_ticket_proxy,web_purchase_share,catalog_purchase_share,store_purchase_share,deal_purchase_share,web_visit_to_purchase_ratio,children_total,family_size_proxy,customer_segment,customer_segment_name
1264,77882,0,0,29,68,129,396,188,22,788,15,803,1,3,3,5,1,0,39,2219,Together,Master,0,818,0.08312958435207823,0.15770171149144255,0.4841075794621027,0.22982885085574573,0.02689486552567237,0.018337408312958436,11,74.36363636363636,0.2727272727272727,0.2727272727272727,0.45454545454545453,0.09090909090909091,0.25,0,1,0,High-income potential customers
1265,69867,0,0,30,196,0,512,33,130,817,54,871,1,3,5,8,1,0,34,2612,Single,PHD,1,925,0.2118918918918919,0.0,0.5535135135135135,0.03567567567567568,0.14054054054054055,0.05837837837837838,16,57.8125,0.1875,0.3125,0.5,0.0625,0.25,0,1,0,High-income potential customers
1266,63841,0,1,64,635,15,100,20,7,646,131,777,1,9,3,9,6,0,52,2593,Divorced,Master,0,908,0.6993392070484582,0.016519823788546256,0.11013215859030837,0.022026431718061675,0.007709251101321586,0.14427312775330398,21,43.23809523809524,0.42857142857142855,0.14285714285714285,0.42857142857142855,0.047619047619047616,0.6,1,2,1,Balanced customers
1267,24480,1,0,46,4,19,9,28,25,68,17,85,3,3,0,4,7,0,39,2662,Married,Basic,0,102,0.0392156862745098,0.18627450980392157,0.08823529411764706,0.27450980392156865,0.24509803921568626,0.16666666666666666,7,14.571428571428571,0.42857142857142855,0.0,0.5714285714285714,0.42857142857142855,1.75,1,2,2,Promotion-sensitive customers
1268,51369,0,1,84,297,7,79,0,11,212,182,394,2,8,2,4,8,0,44,2771,Together,Graduation,0,576,0.515625,0.012152777777777778,0.1371527777777778,0.0,0.019097222222222224,0.3159722222222222,14,41.142857142857146,0.5714285714285714,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.8888888888888888,1,2,1,Balanced customers
1269,37760,0,0,20,84,5,38,150,12,261,28,289,2,4,1,6,7,0,74,2826,Together,Graduation,0,317,0.26498422712933756,0.015772870662460567,0.11987381703470032,0.47318611987381703,0.03785488958990536,0.08832807570977919,11,28.818181818181817,0.36363636363636365,0.09090909090909091,0.5454545454545454,0.18181818181818182,1.4,0,1,2,Promotion-sensitive customers
1270,65640,0,1,74,204,7,149,20,15,329,66,395,1,5,1,8,2,0,46,2279,Together,PHD,0,461,0.44251626898047725,0.015184381778741865,0.3232104121475054,0.04338394793926247,0.03253796095444685,0.14316702819956617,14,32.92857142857143,0.35714285714285715,0.07142857142857142,0.5714285714285714,0.07142857142857142,0.3333333333333333,1,2,1,Balanced customers
1271,44319,1,1,18,26,0,8,0,0,31,3,34,2,2,0,3,5,0,45,2232,Married,Master,0,37,0.7027027027027027,0.0,0.21621621621621623,0.0,0.0,0.08108108108108109,5,7.4,0.4,0.0,0.6,0.4,1.6666666666666667,2,3,1,Balanced customers
1272,30631,1,0,75,15,6,20,4,5,30,20,50,1,3,1,2,7,0,46,2511,Married,Graduation,0,70,0.21428571428571427,0.08571428571428572,0.2857142857142857,0.05714285714285714,0.07142857142857142,0.2857142857142857,6,11.666666666666666,0.5,0.16666666666666666,0.3333333333333333,0.16666666666666666,1.75,1,2,2,Promotion-sensitive customers
1273,75278,0,0,17,304,98,230,150,74,782,74,856,1,6,3,13,3,0,68,2675,Together,Graduation,0,930,0.32688172043010755,0.1053763440860215,0.24731182795698925,0.16129032258064516,0.07956989247311828,0.07956989247311828,22,42.27272727272727,0.2727272727272727,0.13636363636363635,0.5909090909090909,0.045454545454545456,0.42857142857142855,0,1,0,High-income potential customers
1274,50898,1,1,88,285,28,242,55,114,589,135,724,13,6,2,12,5,0,64,2696,Together,Master,0,859,0.3317811408614668,0.03259604190919674,0.2817229336437718,0.0640279394644936,0.13271245634458673,0.15715948777648428,20,42.95,0.3,0.1,0.6,0.65,0.7142857142857143,2,3,1,Balanced customers
1275,79946,0,0,19,395,183,565,166,141,1422,28,1450,1,5,11,5,3,0,54,2207,Widow,Graduation,0,1478,0.2672530446549391,0.12381596752368065,0.38227334235453314,0.11231393775372124,0.09539918809201624,0.018944519621109608,21,70.38095238095238,0.23809523809523808,0.5238095238095238,0.23809523809523808,0.047619047619047616,0.5,0,1,0,High-income potential customers
1276,35416,0,0,62,248,3,81,4,3,288,51,339,3,7,1,5,8,0,71,2540,Divorced,Master,0,390,0.6358974358974359,0.007692307692307693,0.2076923076923077,0.010256410256410256,0.007692307692307693,0.13076923076923078,13,30.0,0.5384615384615384,0.07692307692307693,0.38461538461538464,0.23076923076923078,1.0,0,1,1,Balanced customers
1277,32414,0,0,11,20,6,5,0,9,28,12,40,1,1,0,3,7,0,36,2519,Together,2n Cycle,1,52,0.38461538461538464,0.11538461538461539,0.09615384615384616,0.0,0.17307692307692307,0.23076923076923078,4,13.0,0.25,0.0,0.75,0.25,3.5,0,1,2,Promotion-sensitive customers
1278,38361,1,0,74,39,0,56,20,8,109,14,123,3,3,1,3,7,0,51,2343,Together,Graduation,0,137,0.2846715328467153,0.0,0.40875912408759124,0.145985401459854,0.058394160583941604,0.10218978102189781,7,19.571428571428573,0.42857142857142855,0.14285714285714285,0.42857142857142855,0.42857142857142855,1.75,1,2,2,Promotion-sensitive customers
1279,82497,0,0,32,777,129,573,216,21,1513,203,1716,1,2,7,9,4,0,40,2765,Married,Graduation,1,1919,0.40489838457529964,0.0672225117248567,0.2985930171964565,0.11255862428348098,0.010943199583116207,0.10578426263679,18,106.61111111111111,0.1111111111111111,0.3888888888888889,0.5,0.05555555555555555,1.3333333333333333,0,1,0,High-income potential customers
1280,16626,2,0,76,8,3,22,21,1,42,13,55,3,3,0,3,9,0,49,2324,Together,Graduation,0,68,0.11764705882352941,0.04411764705882353,0.3235294117647059,0.3088235294117647,0.014705882352941176,0.19117647058823528,6,11.333333333333334,0.5,0.0,0.5,0.5,2.25,2,3,2,Promotion-sensitive customers
1281,29672,1,1,6,9,1,3,0,4,9,8,17,1,0,0,3,6,0,55,2633,Together,Graduation,0,25,0.36,0.04,0.12,0.0,0.16,0.32,3,8.333333333333334,0.0,0.0,1.0,0.3333333333333333,6.0,2,3,2,Promotion-sensitive customers
1282,55951,0,1,62,1241,0,80,0,13,1294,40,1334,3,3,6,11,8,0,68,2834,Together,Master,1,1374,0.9032023289665211,0.0,0.05822416302765648,0.0,0.009461426491994178,0.02911208151382824,20,68.7,0.15,0.3,0.55,0.15,2.0,1,2,0,High-income potential customers
1283,35388,1,0,20,6,4,7,4,3,16,8,24,1,1,0,3,7,0,32,2638,Divorced,2n Cycle,0,32,0.1875,0.125,0.21875,0.125,0.09375,0.25,4,8.0,0.25,0.0,0.75,0.25,3.5,1,2,2,Promotion-sensitive customers
1284,42386,1,0,43,65,4,16,0,4,78,11,89,1,3,0,3,8,0,34,2691,Together,Master,0,100,0.65,0.04,0.16,0.0,0.04,0.11,6,16.666666666666668,0.5,0.0,0.5,0.16666666666666666,2.0,1,2,1,Balanced customers
1285,68627,0,0,45,395,15,263,60,54,749,38,787,1,2,3,6,1,0,38,2692,Single,Graduation,0,825,0.47878787878787876,0.01818181818181818,0.3187878787878788,0.07272727272727272,0.06545454545454546,0.04606060606060606,11,75.0,0.18181818181818182,0.2727272727272727,0.5454545454545454,0.09090909090909091,0.3333333333333333,0,1,0,High-income potential customers
1286,57912,0,1,34,801,0,80,0,0,846,35,881,5,8,3,12,5,0,55,2263,Divorced,PHD,1,916,0.8744541484716157,0.0,0.08733624454148471,0.0,0.0,0.03820960698689956,23,39.82608695652174,0.34782608695652173,0.13043478260869565,0.5217391304347826,0.21739130434782608,0.5555555555555556,1,2,1,Balanced customers
1287,35246,1,1,53,36,0,12,2,2,42,10,52,4,3,1,3,5,0,62,2233,Divorced,Graduation,0,62,0.5806451612903226,0.0,0.1935483870967742,0.03225806451612903,0.03225806451612903,0.16129032258064516,7,8.857142857142858,0.42857142857142855,0.14285714285714285,0.42857142857142855,0.5714285714285714,1.25,2,3,1,Balanced customers
1288,58821,0,1,44,513,14,154,19,0,672,28,700,1,9,2,9,6,0,64,2419,Together,2n Cycle,0,728,0.7046703296703297,0.019230769230769232,0.21153846153846154,0.0260989010989011,0.0,0.038461538461538464,20,36.4,0.45,0.1,0.45,0.05,0.6,1,2,1,Balanced customers
1289,46377,1,0,89,37,0,46,4,3,90,0,90,1,2,1,3,4,0,42,2279,Married,PHD,0,90,0.4111111111111111,0.0,0.5111111111111111,0.044444444444444446,0.03333333333333333,0.0,6,15.0,0.3333333333333333,0.16666666666666666,0.5,0.16666666666666666,1.3333333333333333,1,2,1,Balanced customers
1290,39747,1,0,43,80,15,93,20,13,169,52,221,3,5,1,4,8,0,32,2236,Single,Graduation,0,273,0.29304029304029305,0.054945054945054944,0.34065934065934067,0.07326007326007326,0.047619047619047616,0.19047619047619047,10,27.3,0.5,0.1,0.4,0.3,1.3333333333333333,1,2,2,Promotion-sensitive customers
1291,23976,1,0,68,14,1,21,2,3,16,25,41,3,3,1,3,7,0,36,2343,Together,Graduation,0,66,0.21212121212121213,0.015151515151515152,0.3181818181818182,0.030303030303030304,0.045454545454545456,0.3787878787878788,7,9.428571428571429,0.42857142857142855,0.14285714285714285,0.42857142857142855,0.42857142857142855,1.75,1,2,2,Promotion-sensitive customers
1292,80950,0,0,44,525,147,112,219,147,1087,63,1150,1,6,7,9,2,0,59,2617,Married,Master,1,1213,0.43281121187139326,0.12118713932399011,0.09233305853256389,0.18054410552349548,0.12118713932399011,0.05193734542456719,22,55.13636363636363,0.2727272727272727,0.3181818181818182,0.4090909090909091,0.045454545454545456,0.2857142857142857,0,1,0,High-income potential customers
1293,27038,0,0,64,1,26,25,17,23,77,15,92,1,3,0,3,9,0,54,2808,Widow,Graduation,0,107,0.009345794392523364,0.24299065420560748,0.2336448598130841,0.1588785046728972,0.21495327102803738,0.14018691588785046,6,17.833333333333332,0.5,0.0,0.5,0.16666666666666666,2.25,0,1,2,Promotion-sensitive customers
1294,77457,0,0,85,675,11,400,15,45,1135,11,1146,1,2,5,10,1,0,73,2275,Single,Graduation,1,1157,0.5834053586862575,0.00950734658599827,0.34572169403630076,0.01296456352636128,0.03889369057908384,0.00950734658599827,17,68.05882352941177,0.11764705882352941,0.29411764705882354,0.5882352941176471,0.058823529411764705,0.3333333333333333,0,1,0,High-income potential customers
1295,64100,0,1,93,509,0,27,0,0,526,10,536,1,8,3,6,7,0,56,2451,Married,Master,1,546,0.9322344322344323,0.0,0.04945054945054945,0.0,0.0,0.018315018315018316,17,32.11764705882353,0.47058823529411764,0.17647058823529413,0.35294117647058826,0.058823529411764705,0.7777777777777778,1,2,1,Balanced customers
1296,42670,0,0,12,154,2,46,20,4,211,15,226,1,4,2,4,4,0,28,2587,Together,Master,0,241,0.6390041493775933,0.008298755186721992,0.1908713692946058,0.08298755186721991,0.016597510373443983,0.06224066390041494,10,24.1,0.4,0.2,0.4,0.1,0.8,0,1,1,Balanced customers
1297,12571,1,0,86,3,5,14,2,12,19,17,36,4,3,1,3,6,0,44,2321,Divorced,Graduation,0,53,0.05660377358490566,0.09433962264150944,0.2641509433962264,0.03773584905660377,0.22641509433962265,0.32075471698113206,7,7.571428571428571,0.42857142857142855,0.14285714285714285,0.42857142857142855,0.5714285714285714,1.5,1,2,2,Promotion-sensitive customers
1298,22574,2,1,28,25,0,8,2,0,33,2,35,2,2,0,3,7,0,53,2403,Married,Graduation,0,37,0.6756756756756757,0.0,0.21621621621621623,0.05405405405405406,0.0,0.05405405405405406,5,7.4,0.4,0.0,0.6,0.4,2.3333333333333335,3,4,1,Balanced customers
1299,70893,0,0,42,768,44,561,77,44,1480,14,1494,1,6,6,10,3,0,44,2667,Single,Master,0,1508,0.5092838196286472,0.029177718832891247,0.3720159151193634,0.05106100795755968,0.029177718832891247,0.009283819628647215,22,68.54545454545455,0.2727272727272727,0.2727272727272727,0.45454545454545453,0.045454545454545456,0.42857142857142855,0,1,0,High-income potential customers
1300,54198,1,1,13,185,0,28,3,2,201,17,218,6,3,1,6,4,0,54,2353,Married,Graduation,0,235,0.7872340425531915,0.0,0.11914893617021277,0.01276595744680851,0.00851063829787234,0.07234042553191489,10,23.5,0.3,0.1,0.6,0.6,1.0,2,3,1,Balanced customers
1301,28839,1,1,86,24,0,7,0,0,30,1,31,2,2,0,3,5,0,64,2269,Together,Master,0,32,0.75,0.0,0.21875,0.0,0.0,0.03125,5,6.4,0.4,0.0,0.6,0.4,1.6666666666666667,2,3,1,Balanced customers
1302,40321,1,1,59,44,4,21,6,0,48,27,75,2,3,0,3,7,0,48,2494,Married,Graduation,0,102,0.43137254901960786,0.0392156862745098,0.20588235294117646,0.058823529411764705,0.0,0.2647058823529412,6,17.0,0.5,0.0,0.5,0.3333333333333333,1.75,2,3,1,Balanced customers
1303,66503,1,0,30,91,64,128,65,3,301,50,351,2,4,3,6,3,0,35,2843,Single,Graduation,0,401,0.22693266832917705,0.1596009975062344,0.3192019950124688,0.16209476309226933,0.007481296758104738,0.12468827930174564,13,30.846153846153847,0.3076923076923077,0.23076923076923078,0.46153846153846156,0.15384615384615385,0.6,1,2,2,Promotion-sensitive customers
1304,30833,1,1,33,11,0,7,3,1,16,6,22,2,1,0,3,5,0,69,2507,Married,Graduation,0,28,0.39285714285714285,0.0,0.25,0.10714285714285714,0.03571428571428571,0.21428571428571427,4,7.0,0.25,0.0,0.75,0.5,2.5,2,3,1,Balanced customers
1305,64795,0,1,23,412,5,119,38,29,526,77,603,3,3,3,12,2,0,49,2687,Married,Graduation,0,680,0.6058823529411764,0.007352941176470588,0.175,0.05588235294117647,0.04264705882352941,0.11323529411764706,18,37.77777777777778,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.16666666666666666,0.5,1,2,1,Balanced customers
1306,34421,1,0,81,3,3,7,6,2,12,9,21,1,1,0,2,7,0,46,2522,Married,Graduation,0,30,0.1,0.1,0.23333333333333334,0.2,0.06666666666666667,0.3,3,10.0,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,3.5,1,2,2,Promotion-sensitive customers
1307,47025,1,1,6,16,0,3,0,0,18,1,19,1,1,0,2,7,0,55,2299,Divorced,PHD,0,20,0.8,0.0,0.15,0.0,0.0,0.05,3,6.666666666666667,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,3.5,2,3,1,Balanced customers
1308,64325,0,1,41,731,60,353,78,12,1161,73,1234,5,10,3,5,7,0,59,2666,Divorced,PHD,0,1307,0.5592960979342004,0.045906656465187455,0.2700841622035195,0.05967865340474369,0.009181331293037491,0.0558530986993114,18,72.61111111111111,0.5555555555555556,0.16666666666666666,0.2777777777777778,0.2777777777777778,0.6363636363636364,1,2,0,High-income potential customers
1309,40464,0,1,78,424,17,118,7,23,548,41,589,6,8,2,8,8,0,67,2693,Single,Graduation,0,630,0.6730158730158731,0.026984126984126985,0.1873015873015873,0.011111111111111112,0.03650793650793651,0.06507936507936508,18,35.0,0.4444444444444444,0.1111111111111111,0.4444444444444444,0.3333333333333333,0.8888888888888888,1,2,1,Balanced customers
1310,62187,0,0,49,792,0,275,45,45,1031,126,1157,1,4,8,5,3,0,63,2518,Married,Graduation,0,1283,0.61730319563523,0.0,0.21434138737334374,0.03507404520654715,0.03507404520654715,0.09820732657833203,17,75.47058823529412,0.23529411764705882,0.47058823529411764,0.29411764705882354,0.058823529411764705,0.6,0,1,0,High-income potential customers
1311,14849,1,0,39,21,2,28,3,2,47,9,56,3,2,0,4,8,0,44,2521,Divorced,PHD,0,65,0.3230769230769231,0.03076923076923077,0.4307692307692308,0.046153846153846156,0.03076923076923077,0.13846153846153847,6,10.833333333333334,0.3333333333333333,0.0,0.6666666666666666,0.5,2.6666666666666665,1,2,2,Promotion-sensitive customers
1312,27255,1,0,3,22,1,11,0,1,33,2,35,1,1,0,3,7,0,36,2393,Married,Graduation,0,37,0.5945945945945946,0.02702702702702703,0.2972972972972973,0.0,0.02702702702702703,0.05405405405405406,4,9.25,0.25,0.0,0.75,0.25,3.5,1,2,1,Balanced customers
1313,54432,2,1,37,33,0,5,0,0,38,0,38,1,1,0,3,4,0,70,2575,Married,PHD,0,38,0.868421052631579,0.0,0.13157894736842105,0.0,0.0,0.0,4,9.5,0.25,0.0,0.75,0.25,2.0,3,4,1,Balanced customers
1314,29999,1,0,22,68,7,59,10,5,138,11,149,4,3,1,4,8,0,34,2660,Single,PHD,0,160,0.425,0.04375,0.36875,0.0625,0.03125,0.06875,8,20.0,0.375,0.125,0.5,0.5,2.0,1,2,2,Promotion-sensitive customers
1315,24072,1,0,79,9,1,6,3,0,15,4,19,1,1,0,2,8,0,37,2598,Single,Graduation,0,23,0.391304347826087,0.043478260869565216,0.2608695652173913,0.13043478260869565,0.0,0.17391304347826086,3,7.666666666666667,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,4.0,1,2,2,Promotion-sensitive customers
1316,33996,0,0,46,40,2,15,8,0,59,6,65,1,1,1,3,4,0,31,2450,Single,PHD,0,71,0.5633802816901409,0.028169014084507043,0.2112676056338028,0.11267605633802817,0.0,0.08450704225352113,5,14.2,0.2,0.2,0.6,0.2,2.0,0,1,2,Promotion-sensitive customers
1317,66334,0,1,82,909,11,218,0,0,1115,23,1138,2,9,3,5,5,0,64,2611,Married,PHD,0,1161,0.7829457364341085,0.009474590869939707,0.18776916451335057,0.0,0.0,0.019810508182601206,17,68.29411764705883,0.5294117647058824,0.17647058823529413,0.29411764705882354,0.11764705882352941,0.5,1,2,1,Balanced customers
1318,35178,1,0,10,23,1,13,2,2,23,18,41,1,1,1,2,7,0,49,2694,Married,Master,1,59,0.3898305084745763,0.01694915254237288,0.22033898305084745,0.03389830508474576,0.03389830508474576,0.3050847457627119,4,14.75,0.25,0.25,0.5,0.25,3.5,1,2,2,Promotion-sensitive customers
1319,22010,1,0,51,11,2,9,3,0,17,8,25,2,2,0,3,8,0,37,2523,Together,Graduation,0,33,0.3333333333333333,0.06060606060606061,0.2727272727272727,0.09090909090909091,0.0,0.24242424242424243,5,6.6,0.4,0.0,0.6,0.4,2.6666666666666665,1,2,2,Promotion-sensitive customers
1320,62204,0,2,38,317,46,247,151,46,668,139,807,1,4,5,12,3,0,60,2814,Divorced,Graduation,0,946,0.33509513742071884,0.048625792811839326,0.26109936575052856,0.15961945031712474,0.048625792811839326,0.14693446088794926,21,45.04761904761905,0.19047619047619047,0.23809523809523808,0.5714285714285714,0.047619047619047616,0.6,2,3,1,Balanced customers
1321,75693,0,0,10,797,153,293,72,97,1382,30,1412,1,11,4,6,4,0,52,2729,Divorced,Graduation,1,1442,0.5527045769764216,0.10610263522884882,0.2031900138696255,0.049930651872399444,0.06726768377253814,0.020804438280166437,21,68.66666666666667,0.5238095238095238,0.19047619047619047,0.2857142857142857,0.047619047619047616,0.3333333333333333,0,1,0,High-income potential customers
1322,30675,1,0,14,10,2,16,11,2,20,21,41,1,1,0,3,8,0,48,2753,Married,Graduation,0,62,0.16129032258064516,0.03225806451612903,0.25806451612903225,0.1774193548387097,0.03225806451612903,0.3387096774193548,4,15.5,0.25,0.0,0.75,0.25,4.0,1,2,2,Promotion-sensitive customers
1323,83003,0,0,18,856,61,570,40,25,1430,122,1552,1,7,6,8,3,0,55,2642,Together,Graduation,1,1674,0.5113500597371565,0.03643966547192354,0.34050179211469533,0.023894862604540025,0.014934289127837515,0.07287933094384708,21,79.71428571428571,0.3333333333333333,0.2857142857142857,0.38095238095238093,0.047619047619047616,0.375,0,1,0,High-income potential customers
1324,68655,0,0,95,456,19,832,75,118,1462,38,1500,1,4,5,11,3,0,32,2847,Single,Graduation,0,1538,0.2964889466840052,0.01235370611183355,0.540962288686606,0.04876462938881664,0.07672301690507152,0.0247074122236671,20,76.9,0.2,0.25,0.55,0.05,0.6,0,1,0,High-income potential customers
1325,41411,0,0,11,37,32,38,11,3,103,18,121,1,2,1,4,6,0,34,2363,Divorced,Graduation,0,139,0.26618705035971224,0.2302158273381295,0.2733812949640288,0.07913669064748201,0.02158273381294964,0.12949640287769784,7,19.857142857142858,0.2857142857142857,0.14285714285714285,0.5714285714285714,0.14285714285714285,2.0,0,1,2,Promotion-sensitive customers
1326,55212,0,1,65,1103,0,45,0,0,1114,34,1148,3,4,2,11,8,0,51,2742,Married,PHD,1,1182,0.9331641285956007,0.0,0.03807106598984772,0.0,0.0,0.028764805414551606,17,69.52941176470588,0.23529411764705882,0.11764705882352941,0.6470588235294118,0.17647058823529413,1.6,1,2,1,Balanced customers
1327,59292,0,1,71,378,14,68,19,14,479,14,493,2,3,5,8,3,0,70,2540,Together,PHD,0,507,0.7455621301775148,0.027613412228796843,0.1341222879684418,0.03747534516765286,0.027613412228796843,0.027613412228796843,16,31.6875,0.1875,0.3125,0.5,0.125,0.75,1,2,1,Balanced customers
1328,27190,1,0,13,1,6,7,0,1,12,3,15,1,1,0,2,8,0,47,2477,Together,Basic,1,18,0.05555555555555555,0.3333333333333333,0.3888888888888889,0.0,0.05555555555555555,0.16666666666666666,3,6.0,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,4.0,1,2,2,Promotion-sensitive customers
1329,82623,0,0,58,204,34,204,172,153,594,173,767,1,2,9,4,1,0,68,2390,Divorced,Graduation,0,940,0.2170212765957447,0.036170212765957444,0.2170212765957447,0.1829787234042553,0.16276595744680852,0.18404255319148935,15,62.666666666666664,0.13333333333333333,0.6,0.26666666666666666,0.06666666666666667,0.3333333333333333,0,1,0,High-income potential customers
1330,44300,1,1,65,30,0,9,0,0,36,3,39,2,1,0,3,6,0,55,2530,Married,Graduation,0,42,0.7142857142857143,0.0,0.21428571428571427,0.0,0.0,0.07142857142857142,4,10.5,0.25,0.0,0.75,0.5,3.0,2,3,1,Balanced customers
1331,84835,0,0,0,189,104,379,111,189,754,218,972,1,4,4,6,1,0,50,2172,Divorced,Graduation,0,1190,0.1588235294117647,0.08739495798319327,0.31848739495798317,0.09327731092436975,0.1588235294117647,0.18319327731092436,14,85.0,0.2857142857142857,0.2857142857142857,0.42857142857142855,0.07142857142857142,0.2,0,1,0,High-income potential customers
1332,30372,1,1,33,15,0,12,7,3,30,7,37,3,2,0,3,7,0,49,2710,Widow,Graduation,0,44,0.3409090909090909,0.0,0.2727272727272727,0.1590909090909091,0.06818181818181818,0.1590909090909091,5,8.8,0.4,0.0,0.6,0.6,2.3333333333333335,2,3,2,Promotion-sensitive customers
1333,33181,1,0,90,9,0,3,0,0,8,4,12,1,1,0,2,6,0,44,2336,Married,Master,1,16,0.5625,0.0,0.1875,0.0,0.0,0.25,3,5.333333333333333,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,3.0,1,2,1,Balanced customers
1334,71113,0,1,95,495,33,255,11,33,819,8,827,4,6,7,9,4,0,63,2353,Married,Graduation,0,835,0.592814371257485,0.03952095808383234,0.30538922155688625,0.013173652694610778,0.03952095808383234,0.009580838323353293,22,37.95454545454545,0.2727272727272727,0.3181818181818182,0.4090909090909091,0.18181818181818182,0.5714285714285714,1,2,0,High-income potential customers
1335,71952,1,0,93,656,80,455,52,107,1257,93,1350,2,8,4,8,4,0,34,2694,Married,Graduation,1,1443,0.4546084546084546,0.05544005544005544,0.3153153153153153,0.036036036036036036,0.07415107415107415,0.06444906444906445,20,72.15,0.4,0.2,0.4,0.1,0.4444444444444444,1,2,0,High-income potential customers
1336,69759,0,0,38,452,20,514,13,30,1029,0,1029,3,4,6,5,3,0,54,2403,Single,PHD,0,1029,0.4392614188532556,0.019436345966958212,0.49951409135082603,0.012633624878522837,0.029154518950437316,0.0,15,68.6,0.26666666666666666,0.4,0.3333333333333333,0.2,0.6,0,1,0,High-income potential customers
1337,72099,0,0,18,546,91,410,119,0,1144,22,1166,1,3,4,10,1,0,46,2769,Married,Graduation,0,1188,0.4595959595959596,0.0765993265993266,0.3451178451178451,0.10016835016835017,0.0,0.018518518518518517,17,69.88235294117646,0.17647058823529413,0.23529411764705882,0.5882352941176471,0.058823529411764705,0.25,0,1,0,High-income potential customers
1338,60000,0,1,57,1048,0,217,0,0,1253,12,1265,5,11,3,5,6,0,44,2713,Single,PHD,0,1277,0.8206734534064213,0.0,0.16992952231793265,0.0,0.0,0.009397024275646046,19,67.21052631578948,0.5789473684210527,0.15789473684210525,0.2631578947368421,0.2631578947368421,0.5,1,2,1,Balanced customers
1339,38643,1,1,45,22,2,14,0,1,29,10,39,2,2,0,3,7,1,42,2371,Single,Graduation,0,49,0.4489795918367347,0.04081632653061224,0.2857142857142857,0.0,0.02040816326530612,0.20408163265306123,5,9.8,0.4,0.0,0.6,0.4,2.3333333333333335,2,3,1,Balanced customers
1340,50737,0,1,61,78,0,11,0,0,79,10,89,1,2,0,4,6,0,65,2573,Married,Graduation,1,99,0.7878787878787878,0.0,0.1111111111111111,0.0,0.0,0.10101010101010101,6,16.5,0.3333333333333333,0.0,0.6666666666666666,0.16666666666666666,2.0,1,2,1,Balanced customers
1341,68462,0,0,6,561,64,785,84,128,1574,48,1622,1,3,3,8,1,0,51,2723,Married,PHD,0,1670,0.33592814371257484,0.03832335329341317,0.47005988023952094,0.05029940119760479,0.07664670658682635,0.02874251497005988,14,119.28571428571429,0.21428571428571427,0.21428571428571427,0.5714285714285714,0.07142857142857142,0.25,0,1,0,High-income potential customers
1342,65073,0,0,65,629,17,177,69,0,884,8,892,1,5,3,5,2,1,77,2472,Married,Master,0,900,0.6988888888888889,0.01888888888888889,0.19666666666666666,0.07666666666666666,0.0,0.008888888888888889,13,69.23076923076923,0.38461538461538464,0.23076923076923078,0.38461538461538464,0.07692307692307693,0.3333333333333333,0,1,0,High-income potential customers
1343,46681,0,2,52,269,15,69,15,19,349,38,387,2,4,6,4,5,0,72,2423,Together,PHD,0,425,0.6329411764705882,0.03529411764705882,0.1623529411764706,0.03529411764705882,0.04470588235294118,0.08941176470588236,14,30.357142857142858,0.2857142857142857,0.42857142857142855,0.2857142857142857,0.14285714285714285,1.0,2,3,1,Balanced customers
1344,78618,0,0,87,736,163,818,212,163,2031,61,2092,1,4,7,10,2,0,63,2798,Married,Graduation,1,2153,0.341848583372039,0.07570831398049234,0.3799349744542499,0.09846725499303298,0.07570831398049234,0.02833255921969345,21,102.52380952380952,0.19047619047619047,0.3333333333333333,0.47619047619047616,0.047619047619047616,0.4,0,1,0,High-income potential customers
1345,62187,0,1,38,512,0,83,0,0,554,41,595,3,6,2,10,4,0,51,2258,Widow,PHD,0,636,0.8050314465408805,0.0,0.13050314465408805,0.0,0.0,0.06446540880503145,18,35.333333333333336,0.3333333333333333,0.1111111111111111,0.5555555555555556,0.16666666666666666,0.5714285714285714,1,2,1,Balanced customers
1346,28442,2,0,53,19,3,10,11,8,45,6,51,3,2,1,4,4,0,42,2284,Married,Graduation,0,57,0.3333333333333333,0.05263157894736842,0.17543859649122806,0.19298245614035087,0.14035087719298245,0.10526315789473684,7,8.142857142857142,0.2857142857142857,0.14285714285714285,0.5714285714285714,0.42857142857142855,1.3333333333333333,2,3,2,Promotion-sensitive customers
1347,37717,1,0,31,9,0,6,4,1,15,5,20,1,1,0,2,9,0,42,2742,Married,PHD,0,25,0.36,0.0,0.24,0.16,0.04,0.2,3,8.333333333333334,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,4.5,1,2,2,Promotion-sensitive customers
